customer_id,canonical_name,canonical_email,canonical_phone,record_count,resolution_tier,linked_source_records
CUST-00460,Vanessa Sandoval,james14@hotmail.com,(650) 320-4882,1,single_record,POS-00351:anchor
CUST-00461,Amy Gutierrez,orose@yahoo.com,(803) 905-6744,1,single_record,POS-00352:anchor
CUST-00462,Jacob Cox,lcarr@gmail.com,(848) 638-3719,1,single_record,POS-00353:anchor
CUST-00463,Katherine Garrett,,(412) 411-1972,1,single_record,POS-00354:anchor
CUST-00464,Andrea Pennington,samantha91@hotmail.com,,1,single_record,POS-00355:anchor
CUST-00465,Andrea Pennington,,(921) 499-5740,1,single_record,POS-00356:anchor
CUST-00466,Samuel Wolfe,,(727) 895-2560,1,single_record,POS-00357:anchor
CUST-00467,David Dudley,lawrenceallen@gmail.com,(622) 260-5543,1,single_record,POS-00358:anchor
CUST-00468,Marilyn Jimenez,stephanie72@gmail.com,,1,single_record,POS-00362:anchor
CUST-00469,Joshua Davenport,fortiz@yahoo.com,,1,single_record,POS-00363:anchor
CUST-00470,Natasha Shields,,(728) 967-5558,1,single_record,POS-00364:anchor
CUST-00471,Joshua Tyler,hdunn@hotmail.com,(578) 665-8996,1,single_record,POS-00365:anchor
CUST-00472,Justin Evans,pgarcia@gmail.com,,1,single_record,POS-00367:anchor
CUST-00473,Andrea Daniels,michelle96@gmail.com,(899) 980-1793,1,single_record,POS-00370:anchor
CUST-00474,Jacob Terry,amanda98@gmail.com,(217) 327-3588,1,single_record,POS-00372:anchor
CUST-00475,Ashley Hall,tiffany44@hotmail.com,,1,single_record,POS-00373:anchor
CUST-00476,Kimberly Williams,,(906) 335-5945,1,single_record,POS-00374:anchor
CUST-00477,Julie Thornton,stephanie81@gmail.com,(481) 295-6905,1,single_record,POS-00375:anchor
CUST-00478,Lisa Hughes,,(881) 864-3711,1,single_record,POS-00376:anchor
CUST-00479,Tina Simpson,jacquelineanderson@gmail.com,,1,single_record,POS-00379:anchor
CUST-00480,Morgan Alexander,powellkara@hotmail.com,(633) 910-3165,1,single_record,POS-00380:anchor
CUST-00481,Diana Moore,sreid@yahoo.com,,1,single_record,POS-00381:anchor
CUST-00482,Matthew Schwartz,troymorris@yahoo.com,,2,tier1,POS-00383:tier1:conf=1.00:via=POS-00384;POS-00384:tier1:conf=1.00:via=POS-00383
CUST-00483,Melissa Villarreal,bsmith@gmail.com,(651) 559-4490,1,single_record,POS-00386:anchor
CUST-00484,Norman Stewart,nicoleturner@yahoo.com,(622) 830-8248,1,single_record,POS-00387:anchor
CUST-00485,Monique Johnson,,(327) 803-7291,1,single_record,POS-00389:anchor
CUST-00486,Samantha Bright,rubendavis@gmail.com,(875) 508-4366,2,tier2,POS-00391:tier2:conf=1.00:via=POS-00392;POS-00392:tier2:conf=1.00:via=POS-00391
CUST-00487,Julie Hamilton,lewischristian@hotmail.com,,1,single_record,POS-00393:anchor
CUST-00488,Heather Berger,edwardsnicole@gmail.com,,1,single_record,POS-00395:anchor
CUST-00489,Brandon Flynn,wayala@gmail.com,(213) 569-6185,2,tier2,POS-00396:tier2:conf=1.00:via=POS-00397;POS-00397:tier2:conf=1.00:via=POS-00396
CUST-00490,Kelly Brooks,scottbowen@hotmail.com,(783) 630-6986,1,single_record,POS-00398:anchor
CUST-00491,Dustin Schmidt,samanthajensen@yahoo.com,(982) 682-2195,1,single_record,POS-00399:anchor
CUST-00492,Ashlee Sparks,christophergarcia@gmail.com,,1,single_record,POS-00400:anchor
CUST-00493,George Miller,,(241) 261-7520,1,single_record,POS-00401:anchor
CUST-00494,Monica Harvey,,(930) 713-7806,1,single_record,POS-00402:anchor
CUST-00495,Douglas Murray,,(286) 517-2294,1,single_record,POS-00404:anchor
CUST-00496,Albert Ballard,kimberly04@gmail.com,(360) 749-6353,2,tier2,POS-00405:tier2:conf=1.00:via=POS-00406;POS-00406:tier2:conf=1.00:via=POS-00405
CUST-00497,Rachel Byrd,ricetiffany@yahoo.com,,1,single_record,POS-00408:anchor
CUST-00498,Eric Alexander,,(289) 644-2900,1,single_record,POS-00409:anchor
CUST-00499,Danielle Coleman,kathrynbest@gmail.com,,1,single_record,POS-00410:anchor
CUST-00500,John Bruce,matthewsalexander@gmail.com,(874) 958-3877,1,single_record,POS-00411:anchor
CUST-00501,James Cruz,,(341) 918-1185,1,single_record,POS-00412:anchor
CUST-00502,James Cruz,livingstonstacy@yahoo.com,(736) 729-5247,1,single_record,POS-00413:anchor
CUST-00503,Victoria Phillips,joshuacollins@hotmail.com,(476) 950-2934,1,single_record,POS-00414:anchor
CUST-00504,Joshua Knight,wwillis@hotmail.com,,1,single_record,POS-00416:anchor
CUST-00505,Gina Garner,,(930) 790-2262,1,single_record,POS-00417:anchor
CUST-00506,Tyler Strong,sanchezsandy@gmail.com,,1,single_record,POS-00418:anchor
CUST-00507,Dana Oliver,martinstephanie@hotmail.com,(203) 245-1201,2,tier2,POS-00420:tier2:conf=1.00:via=POS-00421;POS-00421:tier2:conf=1.00:via=POS-00420
CUST-00508,Courtney Berger,,(932) 958-7870,1,single_record,POS-00423:anchor
CUST-00509,Jessica Davis,kvillarreal@yahoo.com,,1,single_record,POS-00424:anchor
CUST-00510,Gregory Anderson,perezwilliam@gmail.com,(254) 383-4656,2,tier2,POS-00426:tier2:conf=1.00:via=POS-00427;POS-00427:tier2:conf=1.00:via=POS-00426
CUST-00511,Amber Mata,haroldhorne@gmail.com,,2,tier1,POS-00428:tier1:conf=1.00:via=POS-00429;POS-00429:tier1:conf=1.00:via=POS-00428
CUST-00512,Alyssa Mcintyre,pwalker@yahoo.com,,1,single_record,POS-00430:anchor
CUST-00513,Sydney Taylor,kellymueller@hotmail.com,(225) 438-9872,1,single_record,POS-00434:anchor
CUST-00514,Jennifer Whitney,,(874) 585-6038,1,single_record,POS-00436:anchor
CUST-00515,Michael Gibbs,cynthia05@gmail.com,,1,single_record,POS-00438:anchor
CUST-00516,Alexander Herrera,usweeney@yahoo.com,(346) 928-5584,1,single_record,POS-00439:anchor
CUST-00517,Shawn Chambers,,(438) 732-7767,1,single_record,POS-00440:anchor
CUST-00518,Emily Richards,harristonya@yahoo.com,(670) 965-2391,1,single_record,POS-00441:anchor
CUST-00519,Lynn Bentley,,(337) 852-7461,1,single_record,POS-00442:anchor
CUST-00520,Daniel Hall,jwoodward@hotmail.com,,1,single_record,POS-00443:anchor
CUST-00521,Angel Henson,christopher38@yahoo.com,,1,single_record,POS-00444:anchor
CUST-00522,Jeffrey Brown,danafoster@hotmail.com,,2,tier2,POS-00446:tier2:conf=1.00:via=POS-00447;POS-00447:tier2:conf=1.00:via=POS-00446
CUST-00523,Colton Clay,wmartinez@gmail.com,,1,single_record,POS-00451:anchor
CUST-00524,Ellen Paul,,(536) 351-2494,1,single_record,POS-00453:anchor
CUST-00525,Sonya Barnes,,(565) 605-9412,1,single_record,POS-00454:anchor
CUST-00526,Julia Moore,mooregina@hotmail.com,(467) 378-1509,1,single_record,POS-00455:anchor
CUST-00527,Robert Garcia,lewismelissa@gmail.com,(770) 966-5093,1,single_record,POS-00456:anchor
CUST-00528,Stephanie Johnson,byrdjorge@gmail.com,(428) 333-4246,1,single_record,POS-00458:anchor
CUST-00529,Mitchell Ramos,cranemelissa@hotmail.com,,1,single_record,POS-00459:anchor
